# x	 y
0.86 	 0.50
-1.25 	 -0.64
1.39 	 -0.26
-1.12 	 -0.64
1.01 	 -0.05
-0.93 	 -0.25
1.09 	 0.55
-1.27 	 0.20
1.16 	 0.18
-0.93 	 -0.67
1.27 	 0.39
-0.79 	 -0.74
0.85 	 0.20
-1.06 	 -0.46
0.90 	 0.18
-0.86 	 -0.74
1.13 	 0.45
-1.06 	 -0.08
0.90 	 0.34
-0.76 	 -0.90
0.98 	 0.44
-1.40 	 -0.63
1.30 	 0.21
-0.69 	 -0.24
0.88 	 0.23
-0.73 	 -0.47
0.79 	 0.22
-1.28 	 -0.31
0.66 	 0.27
-1.25 	 -0.34
1.09 	 -0.06
-1.09 	 -0.73
0.83 	 0.52
-1.22 	 -0.19
0.63 	 0.46
-0.89 	 -0.43
0.81 	 -0.21
-1.18 	 -0.10
0.68 	 0.39
-1.30 	 -0.19
1.09 	 0.36
-1.21 	 -0.38
1.46 	 -0.18
-1.19 	 -0.39
0.88 	 0.71
-0.36 	 0.13
0.83 	 0.27
-1.07 	 -0.21
0.66 	 0.15
-1.58 	 0.05
1.14 	 0.59
-1.09 	 -0.16
0.99 	 0.03
-1.11 	 -0.00
1.30 	 0.40
-1.54 	 0.01
1.06 	 0.01
-0.49 	 -0.29
1.29 	 0.05
-1.28 	 -0.30
1.26 	 0.28
-1.32 	 0.06
0.54 	 -0.28
-0.77 	 -0.06
0.97 	 0.29
-1.30 	 -0.22
0.97 	 0.42
-1.28 	 -0.06
1.22 	 0.67
-0.24 	 -0.07
1.21 	 0.11
-0.95 	 -0.27
0.84 	 0.76
-1.02 	 -0.41
1.33 	 0.09
-0.99 	 -0.51
0.91 	 -0.02
-1.13 	 -0.20
1.08 	 -0.08
-1.14 	 0.24
1.31 	 0.05
-0.90 	 -0.34
1.06 	 0.11
-0.89 	 -0.29
1.17 	 0.66
-1.11 	 -0.87
0.84 	 0.47
-1.34 	 -0.13
0.75 	 0.44
-1.22 	 -0.38
0.69 	 0.42
-0.93 	 -0.52
0.82 	 0.16
-1.12 	 -0.04
0.77 	 0.23
-1.14 	 -0.69
1.36 	 0.14
-1.25 	 -0.13
1.01 	 0.31
-1.02 	 -0.33
1.06 	 0.13
-0.78 	 -0.14
0.86 	 0.61
-0.61 	 -0.49
1.06 	 -0.15
-1.53 	 -0.22
1.20 	 0.57
-0.96 	 -0.23
1.42 	 0.09
-1.04 	 -0.52
0.70 	 0.21
-1.27 	 -0.01
0.99 	 0.29
-0.72 	 -0.08
1.39 	 0.24
-1.07 	 -0.26
1.13 	 -0.05
-0.93 	 0.17
0.55 	 0.20
-0.68 	 -0.12
1.02 	 0.24
-0.68 	 -0.42
1.23 	 0.43
-1.14 	 -0.49
0.99 	 0.41
-1.02 	 -0.45
1.21 	 0.09
-1.07 	 -0.38
1.19 	 0.59
-1.11 	 0.01
0.93 	 0.21
-0.67 	 -0.38
0.99 	 0.81
-0.56 	 -0.60
1.17 	 0.22
-1.10 	 -0.14
0.27 	 0.23
-1.29 	 0.03
0.62 	 0.44
-0.93 	 -0.08
0.74 	 -0.02
-1.20 	 -0.26
1.63 	 0.66
-1.27 	 -0.12
1.08 	 0.54
-1.13 	 -0.33
1.03 	 0.73
-0.64 	 -0.10
1.09 	 0.35
-0.72 	 0.08
